0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.121915486552642363e-151
2.000000000000000000e+00,2.997417392597274965e-02
3.000000000000000000e+00,8.237605943739971984e-06
4.000000000000000000e+00,1.100000000000000089e+00
7.000000000000000000e+00,7.153354373469421844e-04
8.000000000000000000e+00,1.100000000000000089e+00
1.000000000000000000e+01,0.000000000000000000e+00
1.100000000000000000e+01,1.020737287715722336e-04
1.400000000000000000e+01,5.788305075658961813e-96
1.500000000000000000e+01,4.466667689229963933e-02
1.600000000000000000e+01,6.674006239233607816e-37
1.700000000000000000e+01,1.100000000000000089e+00
1.800000000000000000e+01,5.053985654437831117e-09
1.900000000000000000e+01,1.100000000000000089e+00
2.000000000000000000e+01,1.100000000000000089e+00
2.100000000000000000e+01,5.124484681677533011e-07
2.200000000000000000e+01,1.100000000000000089e+00
2.300000000000000000e+01,1.303171638764634113e-06
2.400000000000000000e+01,2.518172724462099069e-11
2.500000000000000000e+01,4.402066996151616519e-43
2.600000000000000000e+01,3.806580330121775435e-02
2.800000000000000000e+01,6.855954893465792962e-113
2.900000000000000000e+01,1.893330277734840750e-21
3.000000000000000000e+01,8.038168333810508310e-05
3.100000000000000000e+01,3.766707353659123867e-78
3.200000000000000000e+01,1.581685847636625758e-04
3.300000000000000000e+01,1.185316899779432437e-16
3.500000000000000000e+01,1.047784640057411918e-64
3.700000000000000000e+01,4.177206392920489869e-02
3.800000000000000000e+01,9.837486253216305432e-01
3.900000000000000000e+01,1.100000000000000089e+00
4.000000000000000000e+01,1.100000000000000089e+00
4.200000000000000000e+01,1.100000000000000089e+00
4.300000000000000000e+01,1.100000000000000089e+00
4.400000000000000000e+01,1.100000000000000089e+00
4.500000000000000000e+01,1.100000000000000089e+00
4.600000000000000000e+01,4.053435034259352687e-05
4.800000000000000000e+01,3.592779180768313776e-05
4.900000000000000000e+01,2.913386168571995168e-34
5.000000000000000000e+01,1.129529779309789077e-05
5.100000000000000000e+01,4.845207192585022069e-04
5.200000000000000000e+01,3.146980061448298943e-14
5.300000000000000000e+01,9.416831684149677972e-01
5.400000000000000000e+01,1.100000000000000089e+00
5.500000000000000000e+01,7.568991840256587031e-05
5.700000000000000000e+01,1.100000000000000089e+00
5.800000000000000000e+01,2.462044945914241834e-01
6.000000000000000000e+01,2.721390273636207799e-07
6.100000000000000000e+01,4.760391971216831941e-110
6.200000000000000000e+01,1.100000000000000089e+00
6.300000000000000000e+01,1.100000000000000089e+00
6.400000000000000000e+01,4.235562406235721221e-171
6.500000000000000000e+01,2.165434204598557726e-82
6.600000000000000000e+01,2.065963041383407517e-85
6.700000000000000000e+01,8.899874052965986090e-03
6.800000000000000000e+01,5.129465149865602286e-02
7.000000000000000000e+01,7.341974899657117970e-02
7.200000000000000000e+01,2.064717869708512138e-13
7.300000000000000000e+01,1.100000000000000089e+00
7.400000000000000000e+01,2.689878965432323069e-203
7.500000000000000000e+01,1.100000000000000089e+00
7.600000000000000000e+01,7.084747511202747757e-14
7.700000000000000000e+01,2.759222198730749916e-16
7.800000000000000000e+01,1.827858043731821066e-07
7.900000000000000000e+01,3.099609321455812187e-03
8.000000000000000000e+01,1.161581083131568335e-51
8.100000000000000000e+01,1.165188213513079658e-38
8.200000000000000000e+01,0.000000000000000000e+00
8.300000000000000000e+01,7.271453782835700753e-11
8.500000000000000000e+01,1.743463676022067590e-04
8.700000000000000000e+01,1.100000000000000089e+00
8.800000000000000000e+01,1.795441927107622027e-99
9.000000000000000000e+01,1.100000000000000089e+00
9.200000000000000000e+01,1.100000000000000089e+00
9.400000000000000000e+01,1.100000000000000089e+00
9.500000000000000000e+01,6.331845478080158192e-10
9.700000000000000000e+01,1.100000000000000089e+00
9.800000000000000000e+01,7.618666720378954871e-01
1.000000000000000000e+02,2.090003829613910135e-194
1.010000000000000000e+02,8.247734410149784590e-02
1.020000000000000000e+02,1.100000000000000089e+00
1.030000000000000000e+02,2.324106435040375805e-83
1.040000000000000000e+02,1.100000000000000089e+00
1.050000000000000000e+02,1.757040301231772836e-30
1.060000000000000000e+02,2.387322331376393276e-23
1.070000000000000000e+02,6.053382721219352346e-07
1.080000000000000000e+02,3.903370582774545788e-41
1.090000000000000000e+02,1.100000000000000089e+00
1.110000000000000000e+02,7.278158442418248590e-280
1.130000000000000000e+02,1.100000000000000089e+00
1.140000000000000000e+02,1.890824674475248216e-40
1.150000000000000000e+02,1.100000000000000089e+00
1.160000000000000000e+02,1.100000000000000089e+00
1.170000000000000000e+02,1.100000000000000089e+00
1.180000000000000000e+02,5.088345150613552414e-01
1.190000000000000000e+02,1.100000000000000089e+00
1.200000000000000000e+02,9.597223202797259271e-256
1.210000000000000000e+02,1.100000000000000089e+00
1.220000000000000000e+02,1.850148841077575587e-05
1.230000000000000000e+02,7.996486146596957825e-80
1.240000000000000000e+02,0.000000000000000000e+00
1.250000000000000000e+02,9.129987661455898465e-146
1.260000000000000000e+02,1.100000000000000089e+00
1.270000000000000000e+02,1.100000000000000089e+00
1.280000000000000000e+02,4.056927500927527832e-47
1.290000000000000000e+02,1.100000000000000089e+00
1.310000000000000000e+02,2.767119178577519833e-206
1.320000000000000000e+02,1.100000000000000089e+00
1.330000000000000000e+02,6.920999617544175608e-96
1.340000000000000000e+02,1.080442602204077752e-87
1.350000000000000000e+02,3.095209293427173133e-61
1.360000000000000000e+02,1.100000000000000089e+00
1.370000000000000000e+02,1.111280452329330880e-18
1.380000000000000000e+02,1.953296103844679040e-04
1.390000000000000000e+02,1.100000000000000089e+00
1.400000000000000000e+02,6.957440074085737176e-03
1.410000000000000000e+02,1.100000000000000089e+00
1.430000000000000000e+02,1.100000000000000089e+00
1.440000000000000000e+02,1.100000000000000089e+00
1.460000000000000000e+02,1.100000000000000089e+00
1.470000000000000000e+02,1.030040174887599035e-89
1.480000000000000000e+02,8.810475047981637541e-24
1.490000000000000000e+02,1.888965604150172651e-49
1.500000000000000000e+02,3.694664759086607221e-04
1.510000000000000000e+02,1.100000000000000089e+00
1.520000000000000000e+02,1.009348827130275646e-13
1.530000000000000000e+02,6.458121842904428418e-204
1.540000000000000000e+02,1.100000000000000089e+00
1.550000000000000000e+02,9.844245862723046235e-121
1.560000000000000000e+02,1.100000000000000089e+00
1.570000000000000000e+02,5.866484256518347770e-95
1.580000000000000000e+02,1.100000000000000089e+00
1.600000000000000000e+02,1.100000000000000089e+00
1.610000000000000000e+02,2.671850595994051947e-02
1.620000000000000000e+02,0.000000000000000000e+00
1.630000000000000000e+02,6.937511485348116669e-04
1.650000000000000000e+02,2.073584258536315486e-287
1.660000000000000000e+02,9.248793032851052413e-202
1.670000000000000000e+02,3.101515090985749209e-04
1.680000000000000000e+02,2.672700102494274746e-92
1.700000000000000000e+02,1.100000000000000089e+00
1.710000000000000000e+02,1.100000000000000089e+00
1.720000000000000000e+02,2.628727209076299341e-35
1.740000000000000000e+02,1.100000000000000089e+00
1.750000000000000000e+02,6.685553787351682445e-03
1.760000000000000000e+02,1.100000000000000089e+00
1.770000000000000000e+02,1.100000000000000089e+00
1.780000000000000000e+02,2.614054135305067974e-20
1.790000000000000000e+02,3.707121183899011212e-97
1.800000000000000000e+02,4.382573149521495729e-09
1.810000000000000000e+02,4.492624222946930179e-50
1.820000000000000000e+02,2.150618299205315148e-05
